merchant_mask,score,segment_type,gen_industry,log_orders,log_gmv,CTR,price_competitiveness,avg_order_value,do_click_ratio,is_active
Солновемир,0.6571278017138587,big,CEHAC,5.062595033026967,15.069840013164146,0.022595953898111837,0.8261,22327.936305732484,0.36145570238477315,1
Невкаристан,0.657030873719948,top100,Other,7.05444965813294,15.145344349929259,0.014468670694298698,0.4797,3267.42783059637,0.11980022683407286,1
Долвинорск,0.6568614002074447,medium,DIY,5.14166355650266,15.332651586055748,0.030400902190835,0.6828,26818.65294117647,0.12441894358958625,1
Миравкент,0.6561404220834269,medium,CEHAC,5.783825182329737,15.10427753309383,0.012613388906392548,0.9679,11198.484567901234,0.10197120930932436,1
Жароново,0.655714649843609,medium,FMCG,6.003887067106539,13.695422116901835,0.02369055354084335,0.6875,2195.15099009901,0.16589445196211097,1
Скалайридж,0.6551990702944351,medium,Home,5.123963979403259,14.468257009425892,0.0623896584001801,0.7592,11501.844311377246,0.07392460355141962,1
Ясевхилл,0.6549784680242338,big,DIY,5.375278407684165,15.731800764337576,0.030566001886132295,0.6988,31607.906976744187,0.03370377670300347,1
Тераполис,0.6541898721771362,big,CEHAC,5.929589143389895,14.547040600778443,0.016762014803644854,0.6647,5542.018666666667,0.26426346022782593,1
Росуистан,0.6538781643173533,top100,Fashion,8.640825751861513,17.498502489580748,0.0077340080410238585,0.4663,7029.377762064699,0.01089083141428406,1
Тихуюорск,0.6538452463542952,top100,CEHAC,5.713732805509369,16.683593363551633,0.019313878453708192,0.4561,58288.86092715232,0.19760396854963627,1
Илстооград,0.6536539590448822,medium,Other,5.2832037287379885,14.110305523706371,0.02478425363594496,0.983,6851.275510204082,0.1021499774235004,1
Елдорск,0.652390474371122,medium,Pharma,5.2574953720277815,14.32043359569365,0.024580259475960316,0.8249,8674.643979057591,0.15399811195412746,1
Речмирово,0.6523123467997918,big,Fashion,6.013715156042802,16.59157261618282,0.012497748865260144,0.7322,39352.12990196078,0.07850650200883474,1
